Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
5.02,4,0.1648901940934425876880590488,0.180438747938551,0.180438747938551,0.165696467408736,0.165696467408736,0.205038185575732,0.2171254936438514765641768227,0.2022387923591099765641768227,0.0148867012847415,3.1100934230942505061507244891,14.700062617161865701817761557,14.700061443252267188859236339,195456700
5.03,4,0.1646439210000638876680868958,0.180182125469745,0.180182125469745,0.165448990099275,0.165448990099275,0.204916045802144,0.2169857503181049120216164714,0.2020990490333634120216164714,0.0148867012847415,3.1080917473991505061507244892,14.697552595570791103870418841,14.697551420760188178129207775,195846100
5.04,4,0.1643981477643141912615277891,0.179926027807403,0.179926027807403,0.165202015091627,0.165202015091627,0.204794210319303,0.2168463471505180868006326737,0.2019596458657765868006326737,0.0148867012847415,3.1060949441107805061507244893,14.695041794320099959495822475,14.69504061860913057232937904,196235400
5.05,4,0.1641528879505208435777074085,0.179670468768672,0.179670468768672,0.164955556016445,0.164955556016445,0.204672681318197,0.2167072872905753352368369922,0.2018205860058338352368369922,0.0148867012847415,3.1041030583421805061507244887,14.692511558254385246351321567,14.692510381642630988660891241,196624800
5.06,4,0.1639081427763250140157801754,0.179415448351262,0.179415448351262,0.164709614097324,0.164709614097324,0.204551441225128,0.2165685532072283229471804298,0.2016818519224868229471804298,0.0148867012847415,3.1021158389795805061507244896,14.689971316844696586953244029,14.689970139332192916922603728,197014200
5.07,4,0.1636638634217301769507581345,0.179160919270428,0.179160919270428,0.164464140275549,0.164464140275549,0.204430517122202,0.2164301686181953801224151301,0.2015434673334538801224151301,0.0148867012847415,3.1001336257542705061507244888,14.687420899858252173527873,14.687419721445157964518549857,197403500
5.08,4,0.1634200635350936500768917057,0.178906894460326,0.178906894460326,0.164219148266216,0.164219148266216,0.204309897362526,0.2162921228071946930243003638,0.2014054215224531930243003638,0.0148867012847415,3.0981562651668205061507244887,14.684860375576264332559705082,14.684859196262688655606085964,197792900
5.09,4,0.1631767268070047694309637403,0.178653356816588,0.178653356816588,0.163974621680164,0.163974621680164,0.204189572290486,0.2161544049489947128198021434,0.2012677036642532128198021434,0.0148867012847415,3.0961836021572105061507244883,14.682289813456274194033130238,14.682288633242275484184945479,198182200
5.10,4,0.1629338369410540156070961994,0.17840029069205,0.17840029069205,0.163730544141298,0.163730544141298,0.204069552902143,0.2160170249213777964236356067,0.2011303236366362964236356067,0.0148867012847415,3.0942157782142505061507244891,14.679709138974379858114713031,14.679707957860070447959155639,198571600
5.11,4,0.1626913875971495840090557896,0.178147689937914,0.178147689937914,0.163486909278525,0.163486909278525,0.203949842598945,0.2158799856885874089451437029,0.2009932844038459089451437029,0.0148867012847415,3.0922528357976005061507244893,14.677118325486232686241712183,14.677117143471744032831179185,198960900
5.12,4,0.1624493725335457614213479686,0.177895547532001,0.177895547532001,0.163243710819579,0.163243710819579,0.203830430875684,0.2157432762811649734834889907,0.2008565749964234734834889907,0.0148867012847415,3.0902946177813405061507244891,14.67451744368239719462980164,14.674516260767809232823618691,199350300
5.13,4,0.1622077753798235412951525532,0.177643847750412,0.177643847750412,0.163000932313993,0.163000932313993,0.2037113286972,0.2156069065403959178990827744,0.2007202052556544178990827744,0.0148867012847415,3.0883412651315005061507244894,14.671906418897581117460710428,14.671905235083027759328340615,199739600
5.14,4,0.1619665999483546123613440963,0.177392593642201,0.177392593642201,0.162758577592781,0.162758577592781,0.203592524747196,0.2154708653902406910571010592,0.2005841641054991910571010592,0.0148867012847415,3.0863926191955005061507244894,14.669285322797428092544503241,14.669284138082991030189171975,200129000
5.15,4,0.1617257874142459825211479782,0.177141726434855,0.177141726434855,0.16251658754341,0.16251658754341,0.203474025952421,0.2153351556408113355598659164,0.2004484543560698355598659164,0.0148867012847415,3.0844487202252305061507244894,14.666663438597647753161077593,14.66666225298396874648049946,200518400
5.16,4,0.1614853689170881621306521484,0.176891278028033,0.176891278028033,0.162274993457735,0.162274993457735,0.203355839912146,0.2151997870980761927878329841,0.2003130858133346927878329841,0.0148867012847415,3.0825097086808405061507244884,14.664022073713920833223153659,14.664020887200612406777414308,200907700
5.17,4,0.1612453283493022601046261126,0.176641231002806,0.176641231002806,0.162033779149415,0.162033779149415,0.203237949564784,0.2150647415269245987619445318,0.2001780402421830987619445318,0.0148867012847415,3.0805753233636105061507244891,14.661379967410656053941937331,14.661378779998325676427682929,201297100
5.18,4,0.1610056592664889696511541585,0.17639157908782,0.17639157908782,0.16179293814254,0.16179293814254,0.203120358061748,0.2149300216336277887761671756,0.2000433203488862887761671756,0.0148867012847415,3.0786456030380205061507244884,14.658727786335671950554796103,14.658726598024402987705990286,201686400
5.19,4,0.1607663256137237356066631715,0.176142287310564,0.176142287310564,0.161552434205886,0.161552434205886,0.203003084668718,0.2147956441973734825907236600,0.1999089429126319825907236600,0.0148867012847415,3.0767207880482305061507244894,14.656065406251811877986580087,14.65606421704177758960740606,202075800
5.20,4,0.1605273509176996659486128446,0.17589337747914,0.17589337747914,0.161312290981184,0.161312290981184,0.202886102337983,0.2146615837575966543485685765,0.1997748824728551543485685765,0.0148867012847415,3.0748005136985105061507244893,14.653393001111718369843458557,14.653391811002965642816816662,202465100
5.21,4,0.1602886791756055070649767804,0.175644794621313,0.175644794621313,0.161072452191784,0.161072452191784,0.202769431688761,0.2145278570486167975313552317,0.1996411557638752975313552317,0.0148867012847415,3.0728850196903305061507244892,14.650719752964773927820069095,14.65071856195798306992716562,202854500
5.22,4,0.1600503338855991645679605152,0.17539656198474,0.17539656198474,0.160832941450744,0.160832941450744,0.202653066670987,0.2143944596567824678427501258,0.1995077583720409678427501258,0.0148867012847415,3.0709742428027905061507244892,14.648027074591286533539931892,14.648025882686032182783984711,203243800
5.23,4,0.1598123090964477719909462027,0.175148672797471,0.175148672797471,0.160593752777731,0.160593752777731,0.202536996172865,0.2142613800249771441818185245,0.1993746787402356441818185245,0.0148867012847415,3.0690680174923905061507244883,14.645342959193161678538578416,14.645341766390594966693328591,203633200
5.24,4,0.1595745659439814051979591178,0.174901089267925,0.174901089267925,0.160354847118538,0.160354847118538,0.202421239614593,0.2141286348898848921008156528,0.1992419336051433921008156528,0.0148867012847415,3.0671665834944705061507244885,14.642639365244707917464690818,14.642638171544438090833747281,204022600
5.25,4,0.1593371055303920108215292070,0.174653811690204,0.174653811690204,0.160116225580748,0.160116225580748,0.202305785324147,0.2139962126284297074074370570,0.1991095113436882074074370570,0.0148867012847415,3.0652697743207305061507244887,14.639934979535834220572902304,14.639933784938503577051442768,204411900
5.26,4,0.1590999219807974085739610470,0.174406834350789,0.174406834350789,0.15987788226075,0.15987788226075,0.202190636226145,0.2138641157595510517254915324,0.1989774144748095517254915324,0.0148867012847415,3.0633776260523205061507244894,14.637220473196420846422645271,14.637219277702144307407227706,204801300
5.27,4,0.1588556487235935658672759563,0.174152772864665,0.174152772864665,0.159632414566181,0.159632414566181,0.202076311202019,0.2137323467920515143832048055,0.1988456455073100143832048055,0.0148867012847415,3.0614901746251905061507244886,14.634495822522393527820464173,14.634494626131302977689060084,205190600
5.28,4,0.1586084999340843291393737291,0.173895850875465,0.173895850875465,0.159384057278647,0.159384057278647,0.201962503089496,0.2136008939383766587437283590,0.1987141926536351587437283590,0.0148867012847415,3.0596072511950605061507244892,14.631770409066939656257526655,14.631769211779655759631600762,205580000
5.29,4,0.1583617090134279072957699412,0.17363931034801,0.17363931034801,0.159136059609858,0.159136059609858,0.201848994788261,0.2134697667750908437004854888,0.1985830654903493437004854888,0.0148867012847415,3.0577289929361105061507244884,14.629034854762199405720688462,14.629033656578851095586915042,205969300
5.30,4,0.1581152401866014009701270111,0.173383115090713,0.173383115090713,0.15888838560986,0.15888838560986,0.201735784098203,0.2133389605828447158118318070,0.1984522592981032158118318070,0.0148867012847415,3.0558553322486405061507244887,14.626289187655537700253288542,14.626287988576233373699913377,206358700
5.31,4,0.1578690945608884638173352371,0.173127265880619,0.173127265880619,0.158641036391352,0.158641036391352,0.201622866180396,0.2132084705887045210730938036,0.1983217693039630210730938036,0.0148867012847415,3.0539862007654105061507244894,14.623542738134083961187987867,14.623541538159457882011487392,206748100
5.32,4,0.1576232732113125509815509680,0.172871764461394,0.172871764461394,0.158394013034612,0.158394013034612,0.20151025048399,0.2130783063404324969295835431,0.1981916050556909969295835431,0.0148867012847415,3.0521217352480405061507244895,14.620795430644327944176672683,14.620794229775068892592544457,207137400
5.33,4,0.1573777204363956838770692915,0.172616554157664,0.172616554157664,0.158147259565797,0.158147259565797,0.201397928931283,0.2129484558265310104210600260,0.1980617545417895104210600260,0.0148867012847415,3.0502617636445005061507244894,14.618028742764108477022128132,14.618027540999752651649233052,207526800
5.34,4,0.1571324695706552734325326512,0.1723616690493,0.1723616690493,0.157900809482422,0.157900809482422,0.201285908680613,0.2128189285651929308055473779,0.1979322272804514308055473779,0.0148867012847415,3.0484064222928605061507244895,14.615270503066485220031015312,14.61526930040826460512435443,207916100
5.35,4,0.1568874849609895880376560030,0.172107073055275,0.172107073055275,0.157654626957049,0.157654626957049,0.201174187356581,0.2126897196699180240462034291,0.1978030183851765240462034291,0.0148867012847415,3.0465556411991605061507244891,14.612492838283573452761911943,14.612491634731056190477376175,208305500
5.36,4,0.1566427499158275509299730646,0.171852749098754,0.171852749098754,0.157408695216491,0.157408695216491,0.201062761202553,0.2125608242020060507058387902,0.1976741229172645507058387902,0.0148867012847415,3.0447093496217305061507244887,14.609723678707994350781344474,14.609722474262370705171151251,208694800
5.37,4,0.1563982788299763068331008073,0.17159871176666,0.17159871176666,0.15716302872594,0.15716302872594,0.200951631454243,0.2124322444116904676931207938,0.1975455431269489676931207938,0.0148867012847415,3.0428675797927905061507244892,14.606935102273636804887902181,14.606933896934468540512927039,209084200
5.38,4,0.1561540227837083118417377122,0.171344911670335,0.171344911670335,0.156917578326465,0.156917578326465,0.200840796543072,0.2123039752890378656116642637,0.1974172740042963656116642637,0.0148867012847415,3.0410302599503305061507244892,14.604155037402402771011724165,14.604153831170875135018978963,209473600
5.39,4,0.1559099928263808151800298731,0.171091360546204,0.171091360546204,0.15667235512145,0.15667235512145,0.200730265134196,0.2121760262967850220666254843,0.1972893250120435220666254843,0.0148867012847415,3.039197525638070506150724489,14.60135551217176569768132664,14.601354305047471521047446679,209862900
5.40,4,0.1556661934236658538459730600,0.170838062518671,0.170838062518671,0.156427363598404,0.156427363598404,0.200620031878274,0.2120483923863269183593305107,0.1971616911015854183593305107,0.0148867012847415,3.037369304540070506150724489,14.598564452689371390728032143,14.598563244673528657468413699,210252300
5.41,4,0.1554225778202123619028628936,0.170584970362494,0.170584970362494,0.156182556773354,0.156182556773354,0.200510094965703,0.2119210684582024339147938129,0.1970343671734609339147938129,0.0148867012847415,3.0355455236119305061507244884,14.595763292882153365761953005,14.595762083974859116642803422,210641600
5.42,4,0.1551791505283218121734339198,0.170332088750519,0.170332088750519,0.155937939180666,0.155937939180666,0.20040045621851,0.2117940566559614260476789031,0.1969073553712199260476789031,0.0148867012847415,3.0337262135577405061507244885,14.592952011618583119767949329,14.592950801819949478527120514,211031000
5.43,4,0.1549359047677059737568842735,0.170079410525352,0.170079410525352,0.155693504006896,0.155693504006896,0.200291110955906,0.2116673518109418656048266625,0.1967806505262003656048266625,0.0148867012847415,3.0319113003418705061507244893,14.59013993779743299897552031,14.590138727108099059737450954,211420300
5.44,4,0.1546928150968064725486850799,0.169826911349935,0.169826911349935,0.155449225686083,0.155449225686083,0.2001820776448,0.2115409706474010738642926861,0.1966542693626595738642926861,0.0148867012847415,3.0301010235216605061507244883,14.5873269423520916481090632,14.587325730772789670281123523,211809700
5.45,4,0.1544498947106796474609216495,0.169574602557746,0.169574602557746,0.155205117477805,0.155205117477805,0.200073328277655,0.2114148860166112872945238504,0.1965281847318697872945238504,0.0148867012847415,3.0282949942202305061507244894,14.584503921173554336744880458,14.584502708704326559768608648,212199000
5.46,4,0.1542071082134156496707696959,0.16932244983049,0.16932244983049,0.154961143813074,0.154961143813074,0.199964881982299,0.2112891146058819050405565824,0.1964024133211404050405565824,0.0148867012847415,3.0264934514656805061507244895,14.58168004211849964667937275,14.581678828760031786924494648,212588400
5.47,4,0.1539644487757334027162138691,0.169070445954332,0.169070445954332,0.154717297829215,0.154717297829215,0.199856733976576,0.2111636511414939452180866582,0.1962769498567524452180866582,0.0148867012847415,3.0246963197175505061507244886,14.578855337038067408178856942,14.57885412279102192952310439,212977700
5.48,4,0.1537219010469022842368809359,0.168818575682853,0.168818575682853,0.154473564100437,0.154473564100437,0.199748887364279,0.2110384976561451211623105126,0.1961517963714036211623105126,0.0148867012847415,3.0229036280920905061507244887,14.576020489628238947472050316,14.576019274492741802132083381,213367100
5.49,4,0.1534794660676818602064503758,0.168566839173002,0.168566839173002,0.154229943672588,0.154229943672588,0.199641329397062,0.2109136414434901106358076771,0.1960269401587486106358076771,0.0148867012847415,3.0211151945843105061507244896,14.573184882124058727182615481,14.573183666100724282814718986,213756500
5.50,4,0.1532371248497927609642322511,0.168315218555597,0.168315218555597,0.153986417464541,0.153986417464541,0.199534078072858,0.2107890992111309069307022547,0.1959023979263894069307022547,0.0148867012847415,3.019331258512980506150724489,14.570348384807658419922051192,14.570347167897194634250829704,214145800
5.51,4,0.1529948721094001472940090725,0.168063707643645,0.168063707643645,0.153742980166624,0.153742980166624,0.199427121030822,0.2106648581967473843030132209,0.1957781569120058843030132209,0.0148867012847415,3.0175516370713305061507244892,14.567501791663979613810248379,14.567500573866478184445471407,214535200
5.52,4,0.1527526809576300896065235198,0.167812279618017,0.167812279618017,0.153499604758483,0.153499604758483,0.199320462092186,0.2105409203414563395772905265,0.1956542190567148395772905265,0.0148867012847415,3.0157763580638105061507244888,14.564654375928058813913543355,14.564653157244178674640829258,214924500
5.53,4,0.1525105561546490042125204626,0.167560939385395,0.167560939385395,0.15325629602356,0.15325629602356,0.1992141028523,0.2104172875789960156323528926,0.1955305862942545156323528926,0.0148867012847415,3.0140054491891805061507244887,14.561806116622653803294838548,14.561804897053068841777826346,215313900
5.54,4,0.1522684707882667024647028377,0.167309660102249,0.167309660102249,0.153013026918072,0.153013026918072,0.199108047119311,0.2102939618357247051378862154,0.1954072605509832051378862154,0.0148867012847415,3.0122389380404905061507244896,14.558947700638611074574669432,14.558946480183456346177525124,215703200
5.55,4,0.1520264296621994472794464129,0.167058445681875,0.167058445681875,0.152769802269224,0.152769802269224,0.199002281655146,0.2101709301787959349813546545,0.1952842288940544349813546545,0.0148867012847415,3.0104766393683605061507244888,14.556088510191572737485935811,14.556087288851471762736914038,216092600
5.56,4,0.1517844037936730881024772860,0.166807267718616,0.166807267718616,0.152526592952521,0.152526592952521,0.198896817756719,0.2100482018961259273077528285,0.1951615006113844273077528285,0.0148867012847415,3.0087186862123905061507244883,14.553228469788549506063948123,14.553227247564180157900749083,216482000
5.57,4,0.1515424041720449468661824728,0.16655613684006,0.16655613684006,0.152283410011058,0.152283410011058,0.198791649096363,0.2099257714168038277299851923,0.1950390701320623277299851923,0.0148867012847415,3.0069649987751605061507244891,14.550367614231794331079737244,14.550366391123809124618571034,216871300
5.58,4,0.1513004056655107831414071727,0.166305027981253,0.166305027981253,0.152040228190142,0.152040228190142,0.198686779269396,0.2098036405789489688588099014,0.1949169392942074688588099014,0.0148867012847415,3.0052156033857905061507244892,14.54750592327809195914451513,14.547504699287157828793906292,217260700
5.59,4,0.1510583913047336863820992664,0.166053924259158,0.166053924259158,0.151797030437459,0.151797030437459,0.198582211292063,0.2096818112137552168330716100,0.1947951099290137168330716100,0.0148867012847415,3.0034705262742005061507244884,14.54463408662012731083946694,14.544632861746370330259658551,217650000
5.60,4,0.1508163460003444015710490517,0.165802810153376,0.165802810153376,0.151553801589858,0.151553801589858,0.198477940584983,0.2095602776703505047831057406,0.1946735763856090047831057406,0.0148867012847415,3.0017296864976105061507244891,14.541761430716027687826201182,14.541760204960102704821111509,218039400
5.61,4,0.1505742707534897789320002885,0.16555168679223,0.16555168679223,0.151310542653379,0.151310542653379,0.198373968861761,0.2094390417368721243327576240,0.1945523404521306243327576240,0.0148867012847415,2.9999931096692005061507244884,14.538887935675129734565564344,14.538886709037705757385795313,218428800
5.62,4,0.1503321665382081358178311476,0.16530055475361,0.16530055475361,0.151067254606825,0.151067254606825,0.1982702903549,0.2093180977001844347450161565,0.1944313964154429347450161565,0.0148867012847415,2.9982607139543305061507244892,14.536013637777401106336645219,14.536012410259120734070495158,218818100
5.63,4,0.1500899983279389316936221563,0.1650493790472,0.1650493790472,0.150823902252363,0.150823902252363,0.198166909261167,0.2091974473060306801127843933,0.1943107460212891801127843933,0.0148867012847415,2.9965325243589305061507244884,14.533129229126805541739221715,14.533128000727768773628235388,219207500
5.64,4,0.1498477490978791282771380071,0.16479814272795,0.16479814272795,0.150580468481943,0.150580468481943,0.19806382850898,0.2090770922936677628968536612,0.1941903910089262628968536612,0.0148867012847415,2.9948085657960205061507244884,14.530253267377394160812665573,14.530252038098827568171477003,219596800
5.65,4,0.1496054338628204905688789472,0.164546861492998,0.164546861492998,0.150336968383776,0.150336968383776,0.197961056279511,0.2089570419193160278943007487,0.1940703406345745278943007487,0.0148867012847415,2.9930889708511905061507244886,14.527367099950293820495472116,14.527365869792365521843395791,219986200
5.66,4,0.1493630255762150267676292008,0.164295506250265,0.164295506250265,0.150093374779063,0.150093374779063,0.197858566160709,0.2088372678059024373124830213,0.1939505665211609373124830213,0.0148867012847415,2.9913733330528105061507244888,14.524480222361888354638734408,14.524478991325173206147465127,220375500
5.67,4,0.1491205192937617238099413626,0.16404407373578,0.16404407373578,0.149849682699325,0.149849682699325,0.197756382701652,0.2087177942150206340584209506,0.1938310929302791340584209506,0.0148867012847415,2.9896619999226105061507244891,14.521592445502058118423592924,14.52159121358726729867412793,220764900
5.68,4,0.1488778979474356034672440440,0.163792545905768,0.163792545905768,0.149605874993081,0.149605874993081,0.197654493740889,0.2085986077561757768005390450,0.1937119064714342768005390450,0.0148867012847415,2.9879547796558805061507244892,14.518703863891383753251160047,14.518702631099160000823397032,221154200
5.69,4,0.1486351466334027244884562500,0.163540908462581,0.163540908462581,0.149361936683618,0.149361936683618,0.197552909512516,0.2084797176411779584530679668,0.1935930163564364584530679668,0.0148867012847415,2.9862518042020805061507244889,14.515814401502696319406118093,14.515813167833737040460869489,221543600
5.70,4,0.1483922482623990558335943995,0.163289143335663,0.163289143335663,0.149117850598112,0.149117850598112,0.197451617778037,0.2083611104008082145756767731,0.1934744091160667145756767731,0.0148867012847415,2.9845528806288605061507244895,14.512914868298473038958775753,14.51291363375284796741129257,221932900
5.71,4,0.1481492279706820279102350514,0.163037276363728,0.163037276363728,0.148873641995729,0.148873641995729,0.197350625943312,0.2082427952253022741328438144,0.1933560939405607741328438144,0.0148867012847415,2.9828581405766505061507244885,14.510023759816526230567638692,14.510022524395476494377309185,222322300
5.72,4,0.1479060486479814475123483128,0.162785269930317,0.162785269930317,0.14862927358474,0.14862927358474,0.197249930666756,0.2081247661572230815372028417,0.1932380648724815815372028417,0.0148867012847415,2.9811674987114505061507244888,14.50713182891375335723089739,14.507130592617933630266083405,222711600
5.73,4,0.1476626654701739130227367504,0.162533079213334,0.162533079213334,0.148384700321841,0.148384700321841,0.197149536684708,0.2080070247947414057036307247,0.1931203235099999057036307247,0.0148867012847415,2.9794809779253705061507244886,14.504229772809735332000904265,14.504228535639253981997418071,223101000
5.74,4,0.1474191293991140288092824515,0.162299247084951,0.162299247084951,0.148139973418079,0.148139973418079,0.197313885283142,0.2081546617435263826343846641,0.1930028638372394826343846641,0.0151517979062869,2.981592530068583280031790768,14.527489004882368514270573556,14.527465817888640015335690086,223490400
5.75,4,0.1471753913713819562880244631,0.162078815684311,0.162078815684311,0.147895043570125,0.147895043570125,0.197672782540745,0.2084973082282364308077736602,0.1928856874129301308077736602,0.0156116208153063,2.9865005683287046796075576416,14.569841199232706902935883241,14.569818022081576263887988835,223879700
5.76,4,0.1469314466215950258435285006,0.161858197455581,0.161858197455581,0.147649905989296,0.147649905989296,0.198031986004895,0.2088402471411217083010654105,0.1927688034167965083010654105,0.0160714437243252,2.9914127953138975115790222341,14.612056623239413299231004582,14.612033456090240201476832885,224269100
5.77,4,0.1466872879880319345515188191,0.161637384264117,0.161637384264117,0.14740455347885,0.14740455347885,0.198391482514292,0.2091834647854969836566103361,0.1926521981521529836566103361,0.016531266633344,2.9963290148335874787590913874,14.654135869894069023822771971,14.654112712902956369239125466,224658400
5.78,4,0.1464429007439411429584282875,0.161416361986123,0.161416361986123,0.147158971240026,0.147158971240026,0.198751282238145,0.2095269703205745093188371730,0.1925358807782117093188371730,0.0169910895423628,3.0012493580838303107305559805,14.696079345673664874260320184,14.696056198995900592317212967,225047800
5.79,4,0.1461982758369097608552517871,0.161195120586391,0.161195120586391,0.146913150176147,0.146913150176147,0.199111372072528,0.2098707499743275788117059027,0.1924198375229453788117059027,0.0174509124513822,3.0061736277948617103063228542,14.737896817103538553536235178,14.737873680901628085043546061,225437200
5.80,4,0.1459534141899705217793388877,0.160973661627724,0.160973661627724,0.146667091214758,0.146667091214758,0.199471761069644,0.2102148128859244815814431732,0.1923040775255234815814431732,0.017910735360401,3.0111019548756431098820897274,14.779570328282049573264596637,14.779547202696899148298588271,225826500
5.81,4,0.1457082911335910386756956778,0.16075196048484,0.16075196048484,0.146420769565701,0.146420769565701,0.199832452453014,0.2105591605532597415671428202,0.1921886022838399415671428202,0.0183705582694198,3.0160343607819245094578566,14.8211095305107539584713883,14.821086415692088793736409992,226215900
5.82,4,0.1454628694560172568928866070,0.160529979423407,0.160529979423407,0.146174147835263,0.146174147835263,0.200193442657396,0.2109037867875640809368029172,0.1920734056091254809368029172,0.0188303811784386,3.020970756866115909033623474,14.862514954873649962145488906,14.862491850968868108962527804,226605200
5.83,4,0.1452171845253728205580990898,0.160307753999764,0.160307753999764,0.145927261564511,0.145927261564511,0.200554730660071,0.2112486930488926873145794280,0.1919584889614345873145794280,0.0192902040874581,3.0259111640419587410050880677,14.903787062133753805817602382,14.903763969288647523191786821,226994600
5.84,4,0.1449711891102866196538731499,0.160085236431623,0.160085236431623,0.145680063291123,0.145680063291123,0.20091631354271,0.2115938730929029013532701611,0.1918438460964260013532701611,0.0197500269964769,3.0308554928658587349550412603,14.944926385168813746938243371,14.944903303527056026821445946,227383900
5.85,4,0.1447248986161365456500268006,0.159862442261229,0.159862442261229,0.145432568495806,0.145432568495806,0.201278191644767,0.2119393283423941124639601120,0.1917294784368984124639601120,0.0202098499054957,3.0358037637178915669265058539,14.985942429727964938373426053,14.985919359441957563773060214,227773300
5.86,4,0.1444783057921582089555538253,0.159639364319008,0.159639364319008,0.14518476989234,0.14518476989234,0.201640366888788,0.2122850602151042533586515171,0.1916153874005897533586515171,0.0206696728145145,3.0407559969056629665022727273,15.026817539037066372954078013,15.026794480236917683243896346,228162600
5.87,4,0.1442313560806101350244376704,0.159415948282,0.159415948282,0.14493661265621,0.14493661265621,0.202002848361862,0.2126310739866078418506681740,0.1915015782630739418506681740,0.0211294957235339,3.0457122679962043660780396,15.067561192788106718244933213,15.067538145613170591884882816,228552000
5.88,4,0.1439840804045608217898483756,0.159192224438588,0.159192224438588,0.144688127861691,0.144688127861691,0.202365623740074,0.2129773594758228905356258614,0.1913880408432701905356258614,0.0215893186325527,3.050672431156275765653806473,15.108182947434106444823275866,15.108159912031634355534920564,228941400
5.89,4,0.1437364496636833294253440553,0.158968163713381,0.158968163713381,0.144439286266163,0.144439286266163,0.202728696436073,0.2133239180588877603383915614,0.1912747765173161603383915614,0.0220491415415716,3.0556365060975971652295733464,15.148665262233874458085959924,15.148642238728804076344495312,229330700
5.90,4,0.1434884693548926273079692770,0.158743771712368,0.158743771712368,0.144190093393418,0.144190093393418,0.203092067432464,0.2136707511070669529122640864,0.1911617866564765529122640864,0.0225089644505904,3.0606045124620885648053402199,15.189017592230100949821542038,15.188994580756327912098436585,229720100
5.91,4,0.1432401121797854834957576966,0.158519020624432,0.158519020624432,0.143940521811572,0.143940521811572,0.203455732263872,0.2140178522258594595171578668,0.1910490648662496595171578668,0.0229687873596098,3.0655763586552613967768048127,15.229249396323196163590834883,15.229226397022747370400442713,230109400
5.92,4,0.1429913536712334130862166705,0.15829388628684,0.15829388628684,0.143690546933857,0.143690546933857,0.203819697852894,0.2143652266354901167271525071,0.1909366163668615167271525071,0.0234286102686286,3.070552119451342796352571687,15.26934320475919137298881482,15.269320217752388085475579227,230498800
5.93,4,0.1427422165121678889774140675,0.158068391531648,0.158068391531648,0.143440191554118,0.143440191554118,0.20418396394998,0.2147128756797017801549978314,0.1908244425020543801549978314,0.0238884331776474,3.0755318140980227635326408405,15.309317293699820321463142406,15.309294319126231756900822265,230888100
5.94,4,0.1424926762710499385447906932,0.157842511417874,0.157842511417874,0.143189431121353,0.143189431121353,0.204548525835498,0.2150607929105633257351562446,0.1907125368238971257351562446,0.0243482560866662,3.0805153502354941631084077129,15.349163266826242270977575454,15.349140304812956116438921321,231277500
5.95,4,0.1422426956123134518972866343,0.157616208338155,0.157616208338155,0.142938228117434,0.142938228117434,0.204913383543509,0.2154089757386964976284301858,0.1906008967430108976284301858,0.0248080789956856,3.0855026907736369950798723062,15.388881611591805868064334697,15.388858662264103189542466192,231666800
5.96,4,0.1419923001396561177172250319,0.157389508320953,0.157389508320953,0.142686608271253,0.142686608271253,0.205278540459553,0.2157574293570481324636294772,0.1904895274523436324636294772,0.0252679019047045,3.0904939100959483946556391797,15.428472721536446324015942826,15.42844978501867413049103105,232056200
5.97,4,0.1417414707529156147543587736,0.157162391765113,0.157162391765113,0.142434552389254,0.142434552389254,0.205643991424975,0.2161061472522216021963108009,0.1903784224384983021963108009,0.0257277248137233,3.0954889149048998210012900929,15.467937127667280620240388713,15.467914204081734711783284239,232445600
5.98,4,0.1414901783296133303996727644,0.156934829838357,0.156934829838357,0.142182031206556,0.142182031206556,0.206009743648227,0.2164551346038711196086935664,0.1902675868811290196086935664,0.0261875477227421,3.1004877793935512205770569654,15.507275218544327003111687624,15.507252308012172260923940898,232834900
5.99,4,0.1412384385256217330414730617,0.15670683805081,0.15670683805081,0.141929060455585,0.141929060455585,0.206375793400877,0.2168043887745799865296882740,0.1901570181428184865296882740,0.0266473706317615,3.1054904657836926201528238387,15.546487475489903776081126863,15.546464578130613169184160786,233224300
6.00,4,0.1409862039600355507686681359,0.156478368720398,0.156478368720398,0.141675592523755,0.141675592523755,0.206742141351857,0.2171539071055152129979357926,0.1900467135647349129979357926,0.0271071935407803,3.1104969359903640197285907122,15.58558313174433098310007041,15.585560247686095878610339485,233613600
6.01,4,0.1407646603493718232512441085,0.156280683802695,0.156280683802695,0.141452965618221,0.141452965618221,0.207106602698468,0.2175036908398321410435479218,0.1899366743900330410435479218,0.0275670164497991,3.1155072078204454193043575851,15.624545095685840673723696072,15.624522225034879797152131923,234003000
6.02,4,0.1405785902990103159868791672,0.156118577120202,0.156118577120202,0.14126598573015,0.14126598573015,0.207468835591746,0.2178537333614476451468453369,0.1898268940026297451468453369,0.0280268393588179,3.1205211865055282512758221793,15.66339138299405995543724028,15.663368525875174985353396438,234392300
6.03,4,0.1403928195034194548733251274,0.155956789108199,0.155956789108199,0.141079306560135,0.141079306560135,0.207831314715472,0.2182040437430348702530707130,0.1897173814751974702530707130,0.0284866622678374,3.1255390020020696508515890521,15.70211356738276659156040733,15.702090723909792492805217301,234781700
6.04,4,0.1402073388452058964043886698,0.155795310163746,0.155795310163746,0.140892918946198,0.140892918946198,0.208194034083574,0.2185546153432376214053676246,0.1896081301663814214053676246,0.0289464851768562,3.1305605591796710504273559253,15.740712177785060847793767999,15.74068934806997990528589875,235171100
